t_sec,joint1_pos,joint1_master_err,joint2_pos,joint2_master_err,joint3_pos,joint3_master_err,joint4_pos,joint4_master_err,joint5_pos,joint5_master_err,joint6_pos,joint6_master_err
0.183655,0.057266765752035556,0.057266765752035556,0.543828489516477,0.11377191081459581,-0.7465332260806627,-0.29727433377136486,0.36471050861435866,0.36471050861435866,0.5220865940159422,0.00817306757056424,-0.3446782042632663,-0.3446782042632663
0.185541,0.057366503701997855,0.057366503701997855,0.5441192552607358,0.1140626765588546,-0.7468037785668273,-0.29754488625752945,0.36480114367143607,0.36480114367143607,0.5220470429622421,0.008133516516864225,-0.3446447003459059,-0.3446447003459059
0.187363,0.0574664955974929,0.0574664955974929,0.5444030645861038,0.11434648588422258,-0.7470719408831517,-0.29781304857385377,0.3648911088625867,0.3648911088625867,0.5220061513057725,0.008092624860394637,-0.3446110226594453,-0.3446110226594453
0.189151,0.057567483905543636,0.057567483905543636,0.5446817061238837,0.11405995762983662,-0.7473415354331175,-0.2979729825522909,0.36499121488440267,0.36499121488440267,0.5219668971877026,0.00791377751491662,-0.3445883041531406,-0.3445883041531406
0.190991,0.05773669078095064,0.05773669078095064,0.5451188096345166,0.11449706114046959,-0.7479498458343057,-0.298581292953479,0.3660542820480144,0.3660542820480144,0.5221935184766718,0.00814039880388584,-0.3455591850326345,-0.3455591850326345
0.192819,0.05784230978491647,0.05784230978491647,0.5454306348109074,0.11480888631686031,-0.7482532258606762,-0.29888467297984955,0.36623468810483417,0.36623468810483417,0.5221800102285776,0.008126890555791633,-0.34561766883015427,-0.34561766883015427
0.194658,0.05794143820858179,0.05794143820858179,0.5457225068691666,0.11510075837511952,-0.7485218750913245,-0.29915332221049784,0.36632059451901194,0.36632059451901194,0.5221396624309103,0.00808654275812426,-0.3455790011972643,-0.3455790011972643
0.196487,0.058040839120659465,0.058040839120659465,0.5460073343389995,0.11538558584495245,-0.748788143919412,-0.2994195910385853,0.3664059903354485,0.3664059903354485,0.5220980062500326,0.008044886577246557,-0.3455403421664302,-0.3455403421664302
0.198323,0.0581412501284692,0.0581412501284692,0.5462869259045506,0.11566517741050358,-0.7490558595145211,-0.2996873066336945,0.36650165633531406,0.36650165633531406,0.5220580177739756,0.00800489810118965,-0.3455127894568913,-0.3455127894568913
0.200148,0.05824269119781326,0.05824269119781326,0.5465617423322521,0.11537051045018654,-0.7493254273523908,-0.2998453775036652,0.3666084119218251,0.3666084119218251,0.5220199716570593,0.007826260676116581,-0.34549714240511453,-0.34549714240511453
0.201977,0.05841231486706836,0.05841231486706836,0.546997832719226,0.11580660083716043,-0.749936164313223,-0.3004561144644973,0.367681497746688,0.367681497746688,0.5222491734103085,0.008055462429365834,-0.3464781148922982,-0.3464781148922982
0.203847,0.05851825870612942,0.05851825870612942,0.547306662119847,0.11611543023778148,-0.7502396917042721,-0.30075964185554643,0.3678680560344732,0.3678680560344732,0.5222368844998267,0.008043173518884061,-0.34654303506471856,-0.34654303506471856
0.205863,0.05861765539062228,0.05861765539062228,0.5475954505302306,0.11640421864816508,-0.7505081778736066,-0.30102812802488094,0.3679593482226828,0.3679593482226828,0.5221975468797098,0.008003835898767075,-0.34651003016094956,-0.34651003016094956
